File Location,Filename,YARA Rule Hit,First 50 Bytes
E:Users\John\Documents,File172,none_specific_licences.yar,4d6f7a696c6c61205075626c6963204c6963656e73652056657273696f6e20322e300d0a3d3d3d3d3d3d3d3d3d3d3d3d3d3d
E:Users\John\Documents,File179,none_specific_licences.yar,090920202020202020546865204172746973746963204c6963656e736520322e300d0a0d0a0920202020436f707972696768
E:Users\John\Documents,File188,none_specific_licences.yar,4f70656e20536f667477617265204c6963656e73652028224f534c222920762e20332e300d0a0d0a54686973204f70656e20
E:Users\John\Documents,File020,none_weird_spaces.yar,4100740074007200690062007500740069006f006e00200034002e003000200049006e007400650072006e00610074006900
E:Users\John\Documents,File106,none_weird_spaces.yar,450063006c00690070007300650020005000750062006c006900630020004c006900630065006e007300650020002d002000
E:Users\John\Documents,File154,none_weird_spaces.yar,45006400750063006100740069006f006e0061006c00200043006f006d006d0075006e0069007400790020004c0069006300
E:Users\John\Documents,File186,none_weird_spaces.yar,4d004900540020004c006900630065006e00730065000d000a000d000a0043006f0070007900720069006700680074002000
E:Users\John\Documents,File002,script.yar,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73205a6f6f6d0a2e4445534352495054494f4e0a095468697320
E:Users\John\Documents,File013,script.yar,efbbbf3c230a2e53594e4f505349530a095072696e747320746865204d443520636865636b73756d206f6620612066696c65
E:Users\John\Documents,File039,script.yar,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c7320446973636f72640a2e4445534352495054494f4e0a095468
E:Users\John\Documents,File048,script.yar,efbbbf3c230a2e53594e4f505349530a095072696e74732074686520534841312068617368206f6620612066696c650a2e44
E:Users\John\Documents,File049,script.yar,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c7320626173696320617070730a2e4445534352495054494f4e0a
E:Users\John\Documents,File054,script.yar,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c732047697420666f722057696e646f77730a2e44455343524950
E:Users\John\Documents,File057,script.yar,efbbbf3c230a2e53594e4f505349530a09456e61626c65732074686520676f64206d6f64650a2e4445534352495054494f4e
E:Users\John\Documents,File077,script.yar,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73204368726f6d650a2e4445534352495054494f4e0a09546869
E:Users\John\Documents,File119,script.yar,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c7320547769747465720a2e4445534352495054494f4e0a095468
E:Users\John\Documents,File120,script.yar,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73205468756e646572626972640a2e4445534352495054494f4e
E:Users\John\Documents,File158,script.yar,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c732053706f746966790a2e4445534352495054494f4e0a095468
E:Users\John\Documents,File165,script.yar,efbbbf3c230d0a2e53594e4f505349530d0a2020202020202020496e7374616c6c732043686f636f6c6174657920286e6565
E:Users\John\Documents,File169,script.yar,efbbbf3c230a2e53594e4f505349530a095072696e747320746865205348413531322068617368206f6620612066696c650a
E:Users\John\Documents,File175,script.yar,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c7320564c430a2e4445534352495054494f4e0a09546869732050
E:Users\John\Documents,File178,script.yar,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73204e6574666c69780a2e4445534352495054494f4e0a095468
E:Users\John\Documents,File203,script.yar,efbbbf3c230a2e53594e4f505349530a095072696e747320746865205348413235362068617368206f6620612066696c650a
E:Users\John\Documents,File204,script.yar,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73204f42532053747564696f20286e656564732061646d696e20
E:Users\John\Documents,File215,script.yar,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c732056697375616c2053747564696f20436f64650a2e44455343
E:Users\John\Documents,File216,script.yar,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c732047697420457874656e73696f6e730a2e4445534352495054
